年月日,平均気温,天気概況（昼）,都市
2022/1/24,2.3,-2.6,雪のち晴れ,室蘭
2022/1/25,1.1,-3.4,曇りときどき晴れ,室蘭
2022/1/26,2.4,-1.3,曇りときどき雪,室蘭
2022/1/27,1.5,-2.5,晴れときどき曇り,室蘭
2022/1/28,0.3,-3.4,晴れのち雪,室蘭
2022/1/29,-1.5,-6.4,曇りのち雪,室蘭
2022/1/30,-4.3,-8.1,雪ときどき曇り,室蘭
2022/1/31,-3.1,-8.7,雪ときどき曇り,室蘭
2022/2/1,1.0,-6.5,晴れときどき曇り,室蘭
2022/2/2,0.5,-3.1,雪ときどき曇り,室蘭
2022/2/3,-0.2,-4.3,曇りときどき晴れ,室蘭
2022/2/4,-1.0,-5.5,曇りときどき晴れ,室蘭
2022/2/5,-1.0,-5.8,雪ときどき曇り,室蘭
2022/2/6,-0.4,-4.9,晴れときどき雪,室蘭
2022/2/7,0.3,-4.9,雪ときどき曇り,室蘭
2022/2/8,0.1,-3.8,雪,室蘭
2022/2/9,0.5,-4.6,晴れときどき雪,室蘭
2022/2/10,1.7,-5.5,晴れ,室蘭
2022/2/11,1.5,-4.4,晴れときどき曇り,室蘭
2022/2/12,1.3,-3.2,雪のち曇り,室蘭
2022/2/13,0.6,-2.1,晴れ,室蘭
2022/2/14,1.9,-2.6,晴れときどき曇り,室蘭
2022/2/15,0.9,-2.9,雪ときどき曇り,室蘭
2022/2/16,1.7,-2.2,曇りときどき雪,室蘭
2022/2/17,2.3,-1.9,雪ときどき曇り,室蘭
2022/2/18,2.4,-3.7,晴れ,室蘭
2022/2/19,1.8,-3.9,曇りときどき晴れ,室蘭
2022/2/20,2.2,-4.1,雪ときどき曇り,室蘭
2022/2/21,-1.6,-4.6,雪,室蘭
2022/2/22,-1.2,-3.4,雪ときどき曇り,室蘭
2022/2/23,0.2,-3.6,雪ときどき曇り,室蘭
2022/2/24,-0.1,-2.8,曇りときどき雪,室蘭
2022/2/25,2.3,-0.9,曇りときどき雪,室蘭
2022/2/26,6.7,1.0,晴れのち曇り,室蘭
2022/2/27,4.5,-0.7,みぞれのち曇り,室蘭
2022/2/28,3.3,-1.0,曇りときどき雪,室蘭
2022/3/1,3.8,-0.7,曇りのちみぞれ,室蘭
2022/3/2,4.0,-3.0,曇り,室蘭
2022/3/3,2.4,-1.3,雪ときどきみぞれ,室蘭
2022/3/4,3.2,-1.6,晴れ,室蘭
2022/3/5,2.5,-2.1,曇りのちみぞれ,室蘭
2022/3/6,3.1,-1.4,曇りのち雪,室蘭
2022/3/7,4.9,-0.4,晴れときどき曇り,室蘭
2022/3/8,4.8,-0.7,曇り,室蘭
2022/3/9,6.5,-2.3,晴れ,室蘭
2022/3/10,7.9,0.0,晴れ,室蘭
2022/3/11,7.3,0.8,曇り,室蘭
2022/3/12,6.0,0.8,晴れ,室蘭
2022/3/13,5.8,-0.2,曇りときどき晴れ,室蘭
2022/3/14,5.2,1.0,曇りときどき雨,室蘭
2022/3/15,2.0,-0.3,みぞれ,室蘭
2022/3/16,6.1,1.1,曇り,室蘭
2022/3/17,4.7,-1.1,曇りのち雨,室蘭
2022/3/18,4.3,-1.0,晴れ,室蘭
2022/3/19,5.1,-1.2,雪のち曇り,室蘭
2022/3/20,5.4,-0.5,曇りときどき晴れ,室蘭
2022/3/21,3.7,-0.9,晴れときどき雪,室蘭
2022/3/22,7.3,0.5,晴れときどき曇り,室蘭
2022/3/23,7.8,0.1,曇りときどき晴れ,室蘭
2022/3/24,7.0,1.5,晴れときどき曇り,室蘭
2022/3/25,10.2,1.7,晴れ,室蘭
2022/3/26,5.8,3.2,曇り,室蘭
2022/3/27,8.7,3.5,晴れときどき曇り,室蘭
2022/3/28,8.0,1.3,晴れ,室蘭
2022/3/29,10.8,1.8,晴れ,室蘭
2022/3/30,11.5,0.7,曇りときどき晴れ,室蘭
2022/3/31,10.2,0.7,晴れときどき曇り,室蘭
2022/4/1,6.4,-1.2,晴れときどき雪,室蘭
2022/4/2,8.6,-1.3,晴れ,室蘭
2022/4/3,10.3,3.3,晴れ,室蘭
2022/4/4,10.7,0.4,晴れ,室蘭
2022/4/5,13.2,-0.5,晴れ,室蘭
2022/4/6,9.6,2.9,曇りときどき晴れ,室蘭
2022/4/7,7.6,0.5,晴れ,室蘭
2022/4/8,9.1,0.3,晴れ,室蘭
2022/4/9,14.1,2.9,晴れ,室蘭
2022/4/10,12.6,4.0,晴れ,室蘭
2022/4/11,19.0,4.9,晴れときどき曇り,室蘭
2022/4/12,21.2,6.9,晴れときどき曇り,室蘭
2022/4/13,11.6,3.8,曇り,室蘭
2022/4/14,9.0,3.2,曇りときどき晴れ,室蘭
2022/4/15,7.5,1.9,曇り,室蘭
2022/4/16,13.4,1.5,晴れ,室蘭
2022/4/17,14.1,5.3,曇りときどき晴れ,室蘭
2022/4/18,13.7,5.3,曇りときどき晴れ,室蘭
2022/4/19,13.1,3.0,晴れ,室蘭
2022/4/20,16.5,5.5,晴れ,室蘭
2022/4/21,19.6,5.4,晴れ,室蘭
2022/4/22,15.9,8.5,曇りときどき雨,室蘭
2022/4/23,13.1,6.3,晴れ,室蘭
2022/4/24,12.4,5.5,晴れ,室蘭
2022/4/25,20.3,6.0,晴れときどき曇り,室蘭
2022/4/26,12.1,6.7,曇り,室蘭
2022/4/27,13.2,7.6,曇り,室蘭
2022/4/28,15.3,6.8,晴れときどき曇り,室蘭
2022/4/29,11.1,6.0,曇り,室蘭
2022/4/30,15.3,4.2,晴れ,室蘭
2022/5/1,8.6,6.0,雨ときどき曇り,室蘭
2022/5/2,11.7,4.4,晴れときどき雨,室蘭
2022/5/3,13.2,5.5,曇りときどき晴れ,室蘭
2022/5/4,13.5,5.7,曇りときどき雨,室蘭
2022/5/5,11.9,4.4,晴れ,室蘭
2022/5/6,19.0,5.5,晴れ,室蘭
2022/5/7,13.6,6.7,曇り,室蘭
2022/5/8,14.2,6.6,晴れ,室蘭
2022/5/9,0.0,0.0,晴れ,室蘭
2022/5/10,20.8,7.2,晴れ,室蘭
2022/5/11,17.2,6.8,晴れ,室蘭
2022/5/12,19.8,10.0,晴れときどき曇り,室蘭
2022/5/13,15.4,9.8,曇りときどき雨,室蘭
2022/5/14,15.4,8.8,曇りのち雨,室蘭
2022/5/15,16.1,8.2,晴れときどき曇り,室蘭
2022/5/16,18.1,7.4,晴れ,室蘭
2022/5/17,19.1,7.7,晴れ,室蘭
2022/5/18,19.5,7.5,晴れ,室蘭
2022/5/19,13.7,8.8,曇りときどき晴れ,室蘭
2022/5/20,18.6,9.3,曇り,室蘭
2022/5/21,17.9,10.8,曇りときどき晴れ,室蘭
2022/5/22,15.6,11.2,雨,室蘭
2022/5/23,19.4,11.5,曇り,室蘭
2022/5/24,22.7,11.5,晴れ,室蘭
2022/5/25,22.0,11.5,晴れ,室蘭
2022/5/26,15.1,12.0,曇りときどき晴れ,室蘭
2022/5/27,15.0,11.8,雨ときどき曇り,室蘭
2022/5/28,19.3,11.6,晴れときどき曇り,室蘭
2022/5/29,19.1,11.4,晴れときどき曇り,室蘭
2022/5/30,17.0,9.7,晴れ,室蘭
2022/5/31,10.5,8.6,雨ときどき曇り,室蘭
2022/6/1,19.0,9.2,晴れときどき曇り,室蘭
2022/6/2,16.2,10.8,曇り,室蘭
2022/6/3,17.0,11.1,曇りのち晴れ,室蘭
2022/6/4,18.0,9.9,晴れ,室蘭
2022/6/5,15.0,8.6,晴れ,室蘭
2022/6/6,14.0,9.3,曇りときどき晴れ,室蘭
2022/6/7,14.6,8.9,晴れ,室蘭
2022/6/8,14.1,8.7,晴れ,室蘭
2022/6/9,15.5,9.9,晴れときどき曇り,室蘭
2022/6/10,17.0,12.0,曇りのち晴れ,室蘭
2022/6/11,15.4,12.0,曇りときどき雨,室蘭
2022/6/12,18.9,11.8,晴れ,室蘭
2022/1/1,-3.3,-11.5,晴れ,函館
2022/1/2,3.3,-6.1,曇りときどき晴れ,函館
2022/1/3,-4.0,-6.8,雪ときどき曇り,函館
2022/1/4,-3.6,-9.0,晴れときどき曇り,函館
2022/1/5,0.8,-10.3,晴れときどき雪,函館
2022/1/6,1.1,-8.4,晴れ,函館
2022/1/7,0.9,-5.5,曇りのち雪,函館
2022/1/8,2.3,-6.3,雪,函館
2022/1/9,1.7,-4.4,曇りのち雪,函館
2022/1/10,0.9,-7.5,晴れ,函館
2022/1/11,5.8,-6.1,曇り,函館
2022/1/12,3.1,-0.8,晴れのち曇り,函館
2022/1/13,0.8,-2.3,雪ときどき曇り,函館
2022/1/14,2.4,-5.7,晴れ,函館
2022/1/15,4.1,-1.3,曇りときどき晴れ,函館
2022/1/16,2.8,-3.3,曇りのちみぞれ,函館
2022/1/17,2.4,-4.1,晴れのち雪,函館
2022/1/18,0.6,-6.0,晴れときどき曇り,函館
2022/1/19,2.4,-5.8,晴れ,函館
2022/1/20,0.2,-6.9,曇り,函館
2022/1/21,1.3,-9.3,晴れときどき曇り,函館
2022/1/22,2.0,-5.2,晴れときどき曇り,函館
2022/1/23,2.5,-4.3,曇りときどき晴れ,函館
2022/1/24,2.8,-4.4,晴れのち曇り,函館
2022/1/25,2.3,-5.8,曇り,函館
2022/1/26,3.4,-2.1,曇り,函館
2022/1/27,0.8,-5.7,雪ときどき晴れ,函館
2022/1/28,-1.0,-7.3,雪ときどき曇り,函館
2022/1/29,-2.2,-6.8,雪ときどき曇り,函館
2022/1/30,-4.7,-9.1,雪ときどき曇り,函館
2022/1/31,-3.1,-11.0,雪のち曇り,函館
2022/2/1,-0.4,-13.1,曇りときどき晴れ,函館
2022/2/2,1.0,-6.1,曇り,函館
2022/2/3,-1.4,-5.5,雪ときどき曇り,函館
2022/2/4,-1.7,-8.7,雪ときどき曇り,函館
2022/2/5,-1.6,-10.9,雪ときどき曇り,函館
2022/2/6,-0.8,-10.4,晴れ,函館
2022/2/7,-0.1,-10.0,晴れのち雪,函館
2022/2/8,-0.6,-6.5,雪ときどき曇り,函館
2022/2/9,1.4,-6.9,晴れ,函館
2022/2/10,2.9,-7.5,晴れときどき曇り,函館
2022/2/11,2.0,-7.9,晴れ,函館
2022/2/12,3.5,-5.2,晴れのち曇り,函館
2022/2/13,0.5,-3.5,曇り,函館
2022/2/14,3.1,-6.5,晴れ,函館
2022/2/15,1.2,-4.9,曇りときどき雪,函館
2022/2/16,1.8,-0.7,曇りときどき雪,函館
2022/2/17,3.2,-3.6,雪のち曇り,函館
2022/2/18,0.0,0.0,晴れときどき雪,函館
2022/2/19,3.5,-6.5,曇りのち雪,函館
2022/2/20,3.5,-4.6,曇りときどき晴れ,函館
2022/2/21,-2.3,-5.4,雪,函館
2022/2/22,-1.0,-5.0,雪ときどき曇り,函館
2022/2/23,0.9,-4.9,晴れのち曇り,函館
2022/2/24,-0.2,-3.6,雪ときどき曇り,函館
2022/2/25,3.2,-1.9,曇りときどき雪,函館
2022/2/26,8.1,1.9,晴れのち曇り,函館
2022/2/27,5.6,-1.4,みぞれのち曇り,函館
2022/2/28,4.1,-2.7,雪のち曇り,函館
2022/3/1,4.5,-3.3,曇り,函館
2022/3/2,4.8,-4.4,曇りときどき雪,函館
2022/3/3,2.8,-2.0,みぞれ,函館
2022/3/4,4.0,-3.5,晴れときどき曇り,函館
2022/3/5,4.5,-3.4,曇りのちみぞれ,函館
2022/3/6,3.0,-1.6,雪のち曇り,函館
2022/3/7,5.9,0.3,曇りのち晴れ,函館
2022/3/8,5.0,-2.1,雪のち曇り,函館
2022/3/9,6.8,-4.8,晴れ,函館
2022/3/10,8.0,-2.4,晴れ,函館
2022/3/11,9.3,-0.3,曇り,函館
2022/3/12,7.2,-0.7,晴れときどき曇り,函館
2022/3/13,7.4,-1.0,曇り,函館
2022/3/14,5.6,1.4,曇り,函館
2022/3/15,3.9,0.5,みぞれ,函館
2022/3/16,6.6,0.0,曇り,函館
2022/3/17,8.2,-1.5,晴れのちみぞれ,函館
2022/3/18,5.7,-2.2,晴れ,函館
2022/3/19,4.8,-0.6,曇り,函館
2022/3/20,6.7,-0.5,曇りときどき雪,函館
2022/3/21,4.3,-2.1,雪のち曇り,函館
2022/3/22,8.5,-2.4,晴れ,函館
2022/3/23,7.8,-0.3,曇りときどき晴れ,函館
2022/3/24,0.0,0.0,晴れのち曇り,函館
2022/3/25,10.2,-0.1,晴れときどき曇り,函館
2022/3/26,12.0,4.2,曇り,函館
2022/3/27,11.5,3.0,晴れ,函館
2022/3/28,9.1,1.2,晴れときどき雨,函館
2022/3/29,11.1,-0.1,晴れ,函館
2022/3/30,12.0,0.6,曇りときどき晴れ,函館
2022/3/31,9.0,0.0,晴れときどき曇り,函館
2022/4/1,7.0,-2.1,晴れときどき雪,函館
2022/4/2,9.7,-2.0,曇り,函館
2022/4/3,12.0,0.7,晴れ,函館
2022/4/4,13.7,-0.7,晴れ,函館
2022/4/5,15.0,2.0,晴れ,函館
2022/4/6,11.0,1.0,曇り,函館
2022/4/7,8.9,-1.1,晴れ,函館
2022/4/8,9.2,0.8,晴れときどき曇り,函館
2022/4/9,15.5,3.0,晴れ,函館
2022/4/10,14.9,4.3,曇りときどき晴れ,函館
2022/4/11,19.9,8.1,晴れ,函館
2022/4/12,21.2,8.1,晴れ,函館
2022/4/13,12.9,4.8,曇りときどき雨,函館
2022/4/14,8.7,1.3,曇り,函館
2022/4/15,7.0,2.9,曇り,函館
2022/4/16,14.7,1.7,晴れ,函館
2022/4/17,12.7,3.0,曇り,函館
2022/4/18,15.0,5.9,曇りときどき晴れ,函館
2022/4/19,15.0,3.1,晴れ,函館
2022/4/20,18.2,2.8,晴れ,函館
2022/4/21,22.4,5.0,晴れ,函館
2022/4/22,17.7,11.1,曇り,函館
2022/4/23,14.6,5.3,晴れときどき曇り,函館
2022/4/24,18.9,3.0,晴れ,函館
2022/4/25,19.5,8.9,晴れときどき曇り,函館
2022/4/26,16.7,10.1,曇り,函館
2022/4/27,14.3,7.1,晴れときどき曇り,函館
2022/4/28,0.0,0.0,晴れときどき曇り,函館
2022/4/29,13.4,4.5,曇り,函館
2022/4/30,16.7,3.7,晴れ,函館
2022/5/1,12.9,6.3,雨ときどき曇り,函館
2022/5/2,11.8,2.6,雨ときどき曇り,函館
2022/5/3,13.4,5.7,雨ときどき晴れ,函館
2022/5/4,16.1,8.4,雨ときどき曇り,函館
2022/5/5,18.0,5.3,晴れ,函館
2022/5/6,22.7,7.5,晴れ,函館
2022/5/7,20.0,8.9,晴れのち曇り,函館
2022/5/8,15.6,5.5,晴れ,函館
2022/5/9,17.9,4.4,晴れ,函館
2022/5/10,20.4,5.4,晴れ,函館
2022/5/11,24.6,6.1,晴れ,函館
2022/5/12,20.2,9.0,曇り,函館
2022/5/13,18.1,12.7,曇りときどき雨,函館
2022/5/14,17.4,9.9,曇りときどき雨,函館
2022/5/15,15.1,9.3,晴れときどき雨,函館
2022/5/16,19.2,6.1,晴れ,函館
2022/5/17,20.2,5.6,晴れ,函館
2022/5/18,20.7,6.9,晴れ,函館
2022/5/19,18.8,10.2,雨ときどき晴れ,函館
2022/5/20,20.2,11.1,曇り,函館
2022/5/21,21.9,10.0,晴れ,函館
2022/5/22,20.0,11.8,曇り,函館
2022/5/23,20.1,11.9,曇り,函館
2022/5/24,20.4,10.2,晴れ,函館
2022/5/25,27.2,10.9,晴れ,函館
2022/5/26,21.4,11.7,晴れときどき曇り,函館
2022/5/27,16.8,12.8,雨,函館
2022/5/28,19.3,12.2,曇りときどき雨,函館
2022/5/29,21.9,11.7,晴れときどき曇り,函館
2022/5/30,20.4,8.9,晴れ,函館
2022/5/31,11.6,9.9,雨,函館
2022/6/1,18.7,10.8,雨ときどき曇り,函館
2022/6/2,19.7,12.2,曇りときどき雨,函館
2022/6/3,17.9,11.3,曇りのち雨,函館
2022/6/4,17.1,11.2,曇りときどき雨,函館
2022/6/5,16.1,9.7,晴れときどき曇り,函館
2022/6/6,13.4,9.5,曇り,函館
2022/6/7,15.8,8.3,曇り,函館
2022/6/8,17.3,6.4,晴れ,函館
2022/6/9,17.3,7.6,晴れ,函館
2022/6/10,21.4,8.7,晴れ,函館
2022/6/11,20.2,14.1,曇りときどき晴れ,函館
2022/6/12,19.1,12.1,晴れ,函館
2022/1/1,-1.8,-7.3,雪ときどき曇り,青森
2022/1/2,4.1,-2.4,曇りのちみぞれ,青森
2022/1/3,-0.4,-4.2,雪,青森
2022/1/4,-0.8,-5.5,雪,青森
2022/1/5,2.1,-8.2,晴れのち曇り,青森
2022/1/6,2.6,-3.7,雪のち晴れ,青森
2022/1/7,0.4,-2.4,大雪,青森
2022/1/8,3.9,-2.5,雪ときどき曇り,青森
2022/1/9,3.3,-2.3,みぞれ,青森
2022/1/10,3.1,-4.1,雪ときどき曇り,青森
2022/1/11,3.8,-4.1,曇りのちみぞれ,青森
2022/1/12,3.4,-2.4,雪のちみぞれ,青森
2022/1/13,0.7,-3.7,雪,青森
2022/1/14,0.9,-3.7,雪ときどき曇り,青森
2022/1/15,1.9,-1.2,雪ときどき曇り,青森
2022/1/16,2.5,-4.0,曇りのち雪,青森
2022/1/17,2.5,-3.2,雪ときどき曇り,青森
2022/1/18,-1.7,-5.4,雪ときどき曇り,青森
2022/1/19,3.1,-6.2,晴れのち雪,青森
2022/1/20,2.2,-3.6,雪ときどき曇り,青森
2022/1/21,2.5,-5.6,晴れのち曇り,青森
2022/1/22,1.4,-1.5,雪ときどき曇り,青森
2022/1/23,4.2,-3.3,曇りのち晴れ,青森
2022/1/24,2.4,-2.8,曇りときどき雪,青森
2022/1/25,2.9,-2.3,曇り,青森
2022/1/26,4.0,-4.1,曇り,青森
2022/1/27,1.2,-2.1,雪,青森
2022/1/28,1.4,-3.0,雪,青森
2022/1/29,-0.1,-4.4,雪,青森
2022/1/30,-2.6,-5.7,雪,青森
2022/1/31,-1.7,-6.6,雪ときどき曇り,青森
2022/2/1,0.8,-8.0,曇りときどき雪,青森
2022/2/2,1.7,-2.7,雪,青森
2022/2/3,-0.2,-4.0,雪ときどき曇り,青森
2022/2/4,-0.2,-4.5,雪ときどき曇り,青森
2022/2/5,-1.0,-5.4,雪ときどき曇り,青森
2022/2/6,-1.0,-5.0,雪ときどき曇り,青森
2022/2/7,-0.3,-4.7,雪ときどき曇り,青森
2022/2/8,0.1,-3.7,雪ときどき曇り,青森
2022/2/9,3.2,-2.4,雪ときどき晴れ,青森
2022/2/10,2.5,-2.1,曇りときどき晴れ,青森
2022/2/11,2.8,-5.4,晴れ,青森
2022/2/12,5.6,-4.6,曇りときどき晴れ,青森
2022/2/13,2.7,-1.1,雪ときどき曇り,青森
2022/2/14,3.6,-2.7,雪ときどき曇り,青森
2022/2/15,2.6,-3.9,曇り,青森
2022/2/16,5.7,-4.0,曇りときどき晴れ,青森
2022/2/17,4.2,-3.5,曇りのち晴れ,青森
2022/2/18,3.4,-4.3,雪ときどき晴れ,青森
2022/2/19,4.9,-3.5,曇りときどき晴れ,青森
2022/2/20,3.3,-3.8,曇りときどき雪,青森
2022/2/21,-1.1,-5.3,雪ときどき曇り,青森
2022/2/22,-2.4,-5.1,雪ときどき曇り,青森
2022/2/23,0.4,-4.6,雪ときどき曇り,青森
2022/2/24,1.6,-3.0,雪,青森
2022/2/25,3.3,-1.3,雪ときどき曇り,青森
2022/2/26,7.0,0.7,雨ときどき曇り,青森
2022/2/27,5.3,0.9,みぞれときどき曇り,青森
2022/2/28,5.4,-1.2,雪ときどき晴れ,青森
2022/3/1,5.8,-2.5,雨ときどき曇り,青森
2022/3/2,5.4,-1.8,曇りのち晴れ,青森
2022/3/3,4.6,-0.8,雪,青森
2022/3/4,5.0,-3.2,晴れ,青森
2022/3/5,7.9,-4.3,曇りのち雨,青森
2022/3/6,2.5,-1.1,雪,青森
2022/3/7,6.2,-0.7,曇りときどき晴れ,青森
2022/3/8,5.6,0.5,晴れときどき曇り,青森
2022/3/9,7.5,-3.1,晴れ,青森
2022/3/10,8.6,-2.5,晴れ,青森
2022/3/11,11.8,-2.7,曇りときどき晴れ,青森
2022/3/12,7.3,1.0,晴れ,青森
2022/3/13,5.3,0.5,雨ときどき曇り,青森
2022/3/14,6.1,2.2,曇り,青森
2022/3/15,10.0,2.2,雨ときどき曇り,青森
2022/3/16,8.4,2.8,曇りときどき雨,青森
2022/3/17,6.7,1.0,雨ときどき曇り,青森
2022/3/18,5.1,0.8,曇りときどき晴れ,青森
2022/3/19,3.4,0.6,みぞれ,青森
2022/3/20,6.2,0.5,みぞれときどき曇り,青森
2022/3/21,5.2,-0.1,曇りときどき雪,青森
2022/3/22,8.0,-2.3,晴れときどき曇り,青森
2022/3/23,9.3,1.1,晴れ,青森
2022/3/24,9.5,1.5,曇りときどき晴れ,青森
2022/3/25,12.4,2.6,曇りときどき晴れ,青森
2022/3/26,13.3,1.9,曇り,青森
2022/3/27,13.3,3.0,雨ときどき曇り,青森
2022/3/28,9.0,2.7,曇りときどき雨,青森
2022/3/29,12.8,1.2,晴れ,青森
2022/3/30,16.5,0.6,晴れ,青森
2022/3/31,9.8,1.3,雨のち曇り,青森
2022/4/1,8.1,0.3,曇りときどき雪,青森
2022/4/2,10.3,0.4,曇りのち晴れ,青森
2022/4/3,12.3,-1.5,晴れ,青森
2022/4/4,12.5,-0.2,曇りときどき晴れ,青森
2022/4/5,15.7,1.5,晴れ,青森
2022/4/6,14.9,2.9,曇り,青森
2022/4/7,10.0,0.8,晴れのち雨,青森
2022/4/8,10.3,1.3,晴れときどき雨,青森
2022/4/9,20.9,-0.2,晴れ,青森
2022/4/10,16.8,6.2,晴れのち曇り,青森
2022/4/11,27.6,7.3,晴れときどき曇り,青森
2022/4/12,25.5,8.2,晴れ,青森
2022/4/13,17.4,7.1,雨ときどき曇り,青森
2022/4/14,10.3,5.6,雨ときどき曇り,青森
2022/4/15,7.4,4.5,雨,青森
2022/4/16,13.8,4.4,晴れ,青森
2022/4/17,17.9,2.7,晴れ,青森
2022/4/18,18.7,2.9,曇りときどき晴れ,青森
2022/4/19,14.4,4.8,晴れ,青森
2022/4/20,17.7,2.3,晴れ,青森
2022/4/21,25.9,4.9,晴れ,青森
2022/4/22,18.7,11.8,曇り,青森
2022/4/23,15.6,6.1,曇りのち晴れ,青森
2022/4/24,16.7,2.8,晴れ,青森
2022/4/25,22.3,11.2,晴れ,青森
2022/4/26,16.0,9.4,曇り,青森
2022/4/27,17.9,8.4,晴れ,青森
2022/4/28,17.3,7.7,晴れ,青森
2022/4/29,11.1,5.5,雨ときどき曇り,青森
2022/4/30,17.0,2.5,晴れ,青森
2022/5/1,13.8,6.2,曇りときどき雨,青森
2022/5/2,15.0,5.4,晴れときどき曇り,青森
2022/5/3,16.1,6.2,晴れ,青森
2022/5/4,20.1,9.5,晴れ,青森
2022/5/5,17.8,7.1,晴れ,青森
2022/5/6,22.2,7.4,晴れ,青森
2022/5/7,22.7,10.0,曇りときどき晴れ,青森
2022/5/8,17.6,8.3,晴れ,青森
2022/5/9,19.7,5.7,晴れ,青森
2022/5/10,23.6,6.1,晴れ,青森
2022/5/11,19.6,7.0,晴れ,青森
2022/5/12,21.4,12.4,曇りときどき晴れ,青森
2022/5/13,19.4,13.2,曇りときどき雨,青森
2022/5/14,24.0,11.8,曇りときどき雨,青森
2022/5/15,16.8,8.9,曇りのち雨,青森
2022/5/16,20.5,6.1,晴れ,青森
2022/5/17,22.8,8.8,晴れときどき曇り,青森
2022/5/18,21.8,7.3,晴れ,青森
2022/5/19,23.2,10.3,曇りときどき雨,青森
2022/5/20,24.8,12.3,曇り,青森
2022/5/21,22.0,10.5,晴れのち曇り,青森
2022/5/22,17.4,14.7,雨ときどき曇り,青森
2022/5/23,21.0,13.7,曇り,青森
2022/5/24,23.7,14.2,晴れときどき曇り,青森
2022/5/25,26.0,12.1,晴れ,青森
2022/5/26,21.0,13.2,晴れときどき曇り,青森
2022/5/27,18.4,13.1,大雨ときどき曇り,青森
2022/5/28,19.4,12.8,雨ときどき曇り,青森
2022/5/29,21.5,12.3,晴れ,青森
2022/5/30,23.2,10.6,晴れ,青森
2022/5/31,15.3,12.8,雨ときどき曇り,青森
2022/6/1,19.5,13.4,曇りときどき雨,青森
2022/6/2,18.8,12.8,曇りときどき晴れ,青森
2022/6/3,19.0,13.6,曇り,青森
2022/6/4,16.4,11.5,雨ときどき曇り,青森
2022/6/5,18.8,11.0,曇りときどき晴れ,青森
2022/6/6,15.9,10.7,雨ときどき曇り,青森
2022/6/7,14.1,8.5,雨のち曇り,青森
2022/6/8,20.6,5.6,晴れ,青森
2022/6/9,18.9,10.0,曇りときどき晴れ,青森
2022/6/10,22.0,12.4,晴れときどき曇り,青森
2022/6/11,21.0,14.9,曇りときどき晴れ,青森
2022/6/12,20.3,13.9,晴れときどき曇り,青森
2022/1/1,1.2,-6.2,雪ときどき曇り,秋田
2022/1/2,5.0,-1.7,雪,秋田
2022/1/3,1.4,-1.6,曇りときどき雪,秋田
2022/1/4,0.8,-4.2,雪ときどき曇り,秋田
2022/1/5,2.0,-4.1,雪ときどき曇り,秋田
2022/1/6,1.5,-3.7,雪のち曇り,秋田
2022/1/7,2.1,-1.4,雪ときどき曇り,秋田
2022/1/8,5.0,-0.2,曇りときどき雪,秋田
2022/1/9,5.3,0.9,曇りのちみぞれ,秋田
2022/1/10,4.2,-2.6,晴れ,秋田
2022/1/11,5.5,-2.8,曇り,秋田
2022/1/12,3.4,-1.9,雪ときどき曇り,秋田
2022/1/13,2.7,-2.2,曇りときどき雪,秋田
2022/1/14,0.7,-2.4,雪ときどき曇り,秋田
2022/1/15,3.2,-1.8,曇りときどき雪,秋田
2022/1/16,5.2,-3.6,曇り,秋田
2022/1/17,4.9,-2.4,曇り,秋田
2022/1/18,-0.8,-4.4,雪ときどき曇り,秋田
2022/1/19,0.0,0.0,曇りときどき雪,秋田
2022/1/20,1.6,-2.4,雪のち曇り,秋田
2022/1/21,2.5,-1.7,雪ときどき曇り,秋田
2022/1/22,2.6,-1.3,曇り,秋田
2022/1/23,2.6,-2.9,曇り,秋田
2022/1/24,2.8,0.0,曇り,秋田
2022/1/25,2.8,-0.6,曇りときどき晴れ,秋田
2022/1/26,2.4,0.0,曇り,秋田
2022/1/27,2.5,-0.5,雪ときどき曇り,秋田
2022/1/28,1.1,-3.0,雪ときどき曇り,秋田
2022/1/29,1.4,-2.0,雪ときどき曇り,秋田
2022/1/30,-0.3,-3.5,雪ときどき曇り,秋田
2022/1/31,0.0,-4.1,曇りときどき雪,秋田
2022/2/1,3.5,-4.3,曇りときどき雪,秋田
2022/2/2,2.4,-1.4,雪ときどき曇り,秋田
2022/2/3,2.6,-1.7,曇り,秋田
2022/2/4,1.4,-2.6,曇りときどき雪,秋田
2022/2/5,-0.4,-3.6,曇りときどき雪,秋田
2022/2/6,-0.1,-4.0,曇りときどき雪,秋田
2022/2/7,1.8,-3.4,雪ときどき曇り,秋田
2022/2/8,1.8,-1.4,曇りときどき雪,秋田
2022/2/9,3.1,-1.2,曇り,秋田
2022/2/10,3.0,-4.2,曇り,秋田
2022/2/11,4.4,-5.8,晴れ,秋田
2022/2/12,4.1,-3.2,晴れのちみぞれ,秋田
2022/2/13,3.6,-0.4,曇り,秋田
2022/2/14,3.5,-3.5,曇りときどき晴れ,秋田
2022/2/15,3.0,-2.5,曇りのち雪,秋田
2022/2/16,3.7,0.8,みぞれときどき曇り,秋田
2022/2/17,2.4,-0.7,雪のち曇り,秋田
2022/2/18,3.4,-4.3,曇りときどきみぞれ,秋田
2022/2/19,4.5,-1.7,雪,秋田
2022/2/20,3.4,-3.4,みぞれのち曇り,秋田
2022/2/21,-1.3,-4.2,雪ときどき曇り,秋田
2022/2/22,0.3,-4.1,雪ときどき曇り,秋田
2022/2/23,0.5,-3.5,曇りときどき雪,秋田
